X_features	Y_features	association	p-values	q-values
Bacteroides_sp_OM05_12	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.052779253860874606	0.6001476686358741	0.8819495530715463
Bacteroides_sp_OM05_12	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.06084544401742267	0.5455523508875988	0.8429533413179698
Bacteroides_sp_OM05_12	PWY-6519: 8-amino-7-oxononanoate biosynthesis I	-0.12915599190568913	0.1980092529050543	0.5468826984996737
Bacteroides_sp_OM05_12	PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	-0.04978194129099863	0.6210366900039367	0.8909572301823262
Bacteroides_sp_OM05_12	PWY-6608: guanosine nucleotides degradation III	0.0014348511336167234	0.9886380371603288	0.9990481376524966
Bacteroides_sp_OM05_12	PWY-6700: queuosine biosynthesis I (de novo)	0.09248972847772663	0.3576176112351631	0.7471098805044833
Bacteroides_sp_OM05_12	PWY-6969: TCA cycle V (2-oxoglutarate synthase)	0.13216180819734583	0.18768301644554167	0.5255124460475167
Bacteroides_sp_OM05_12	PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	-0.0371123387455575	0.7125311245258026	0.9272039633252431
Bacteroides_sp_OM05_12	PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	-0.05049948388070137	0.6160076362196603	0.8909572301823262
Bacteroides_sp_OM05_12	PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	-0.029002100516144335	0.7734232188213882	0.9425169746347245
Bacteroides_sp_OM05_12	PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	-0.04623301442841478	0.6461636400411781	0.9032074957343184
Bacteroides_sp_OM05_12	PWY-7219: adenosine ribonucleotides de novo biosynthesis	-0.0024431249031852315	0.9806551779806765	0.9990481376524966
Bacteroides_sp_OM05_12	PWY-7221: guanosine ribonucleotides de novo biosynthesis	0.08938734764828507	0.3740400927988464	0.7501465219896368
Bacteroides_sp_OM05_12	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.038566471685995446	0.7017892166549917	0.9206594621901171
Bacteroides_sp_OM05_12	PWY-7315: dTDP-N-acetylthomosamine biosynthesis	0.15420771710342976	0.12363266892127212	0.3973555793691005
Bacteroides_sp_OM05_12	PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	-0.15102777675325216	0.1316621829907565	0.4080522617881461
Bacteroides_sp_OM05_12	PWY-7664: oleate biosynthesis IV (anaerobic)	-0.13985920576726252	0.1630343821450905	0.47620114497055205
Bacteroides_sp_OM05_12	PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	-0.026609225005507147	0.7916739505815731	0.9436008914835826
Bacteroides_sp_OM05_12	PWY0-862: (5Z)-dodecenoate biosynthesis I	-0.14222477114971172	0.15596513885147173	0.46487134552896786
Bacteroides_sp_OM05_12	PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	-0.08265905922443369	0.41120170363299857	0.7688697011182143
Bacteroides_sp_OM05_12	SO4ASSIM-PWY: assimilatory sulfate reduction I	-0.005138378102088495	0.9593274234584213	0.9990481376524966
Bacteroides_sp_OM05_12	SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	-0.0008337745599615294	0.9933975558966035	0.9990481376524966
Bacteroides_thetaiotaomicron	BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0.3610460720201803	0.0002078867695773336	0.0049648252028469085
Bacteroides_thetaiotaomicron	COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	-0.3696429617779042	0.00014221415482926252	0.003849263124045372
Bacteroides_thetaiotaomicron	COA-PWY: coenzyme A biosynthesis I (prokaryotic)	-0.3449472893031419	0.000411491389060444	0.008060854732274947
Bacteroides_thetaiotaomicron	FASYN-ELONG-PWY: fatty acid elongation -- saturated	0.30503815067175716	0.0019240397504493958	0.02441125433382671
Bacteroides_thetaiotaomicron	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	0.4028656305977259	2.9566396118606403e-05	0.0017378968276864956
Bacteroides_thetaiotaomicron	FUCCAT-PWY: fucose degradation	0.26186731944936614	0.008161687747072374	0.0690342755273205
Bacteroides_thetaiotaomicron	GALACTARDEG-PWY: D-galactarate degradation I	0.29319789548610103	0.0029240513186806253	0.03297680098289816
Bacteroides_thetaiotaomicron	GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	0.29319789548610103	0.0029240513186806253	0.03297680098289816
Bacteroides_thetaiotaomicron	HISTSYN-PWY: L-histidine biosynthesis	-0.32506261340011394	0.000910769080877964	0.013921261655489391
Bacteroides_thetaiotaomicron	NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)	0.3768023093959422	0.00010281681718874107	0.003478635648219073
Bacteroides_thetaiotaomicron	NONMEVIPP-PWY: methylerythritol phosphate pathway I	-0.32154464496267143	0.0010425295502114178	0.01459541370295985
Bacteroides_thetaiotaomicron	P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	0.08089889528636103	0.4212680511790531	0.7741538103805828
Bacteroides_thetaiotaomicron	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	-0.3121439809593067	0.0014841993146459474	0.019606324634105606
Bacteroides_thetaiotaomicron	POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	0.6253946076191333	2.7213752812326173e-12	1.1048783641804425e-09
Bacteroides_thetaiotaomicron	PWY-2942: L-lysine biosynthesis III	-0.31191100291709195	0.0014970346395499355	0.019606324634105606
Bacteroides_thetaiotaomicron	PWY-4242	-0.3349292334879081	0.0006181135641863822	0.0104564211274863
Bacteroides_thetaiotaomicron	PWY-5097: L-lysine biosynthesis VI	-0.41764808737625103	1.3903202985277115e-05	0.0014111751030056272
Bacteroides_thetaiotaomicron	PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	0.0838730721752985	0.4043414832525076	0.7638788248236558
Bacteroides_thetaiotaomicron	PWY-5686: UMP biosynthesis I	-0.3478828126350476	0.00036429807434756526	0.007784474641321658
Bacteroides_thetaiotaomicron	PWY-5690: TCA cycle II (plants and fungi)	0.017985904858977813	0.8583141368644842	0.9775478646502141
Bacteroides_thetaiotaomicron	PWY-5723: Rubisco shunt	0.09659195035958458	0.33660081726075797	0.7230684222638505
Bacteroides_thetaiotaomicron	PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis	0.16629438634108087	0.09650685503356762	0.3436998521370917
Bacteroides_thetaiotaomicron	PWY-5838: superpathway of menaquinol-8 biosynthesis I	0.23227396003278222	0.019421952940357447	0.14602431284787265
Bacteroides_thetaiotaomicron	PWY-5840: superpathway of menaquinol-7 biosynthesis	0.20872528185454073	0.03619914876208453	0.24494757329010527
Bacteroides_thetaiotaomicron	PWY-5845: superpathway of menaquinol-9 biosynthesis	0.2875564981454505	0.003547952627376588	0.0379070728082867
Bacteroides_thetaiotaomicron	PWY-5850: superpathway of menaquinol-6 biosynthesis	0.18253954689318475	0.06769252783341306	0.3294331464715098
Bacteroides_thetaiotaomicron	PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I	0.18133570687973885	0.06955552855836482	0.3294331464715098
Bacteroides_thetaiotaomicron	PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	0.22453906650677766	0.023982540156945724	0.1770347509767266
Bacteroides_thetaiotaomicron	PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	0.2855761617190893	0.0037937440243782203	0.03949384804865532
Bacteroides_thetaiotaomicron	PWY-5896: superpathway of menaquinol-10 biosynthesis	0.19049891630247268	0.05636880422820489	0.30112808574541033
Bacteroides_thetaiotaomicron	PWY-5897: superpathway of menaquinol-11 biosynthesis	0.19810763064758447	0.04704395347836695	0.2652756265585692
Bacteroides_thetaiotaomicron	PWY-5898: superpathway of menaquinol-12 biosynthesis	0.19810763064758447	0.04704395347836695	0.2652756265585692
Bacteroides_thetaiotaomicron	PWY-5899: superpathway of menaquinol-13 biosynthesis	0.19810763064758447	0.04704395347836695	0.2652756265585692
Bacteroides_thetaiotaomicron	PWY-5989: stearate biosynthesis II (bacteria and plants)	0.30407129179656606	0.0019922288763585734	0.024510452236411538
Bacteroides_thetaiotaomicron	PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.2964645587182548	0.002609651119961136	0.031162304550124153
Bacteroides_thetaiotaomicron	PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	-0.2721998956215898	0.005892138326425075	0.05687336116115796
Bacteroides_thetaiotaomicron	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	-0.3773079393667691	0.00010045934136484101	0.003478635648219073
Bacteroides_thetaiotaomicron	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	-0.367744190733854	0.00015479581399711133	0.0039279437801767
Bacteroides_thetaiotaomicron	PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0.34282718911898774	0.000449003902776614	0.008060854732274947
Bacteroides_thetaiotaomicron	PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0.18572543821737997	0.06295663518946493	0.3117121205722288
Bacteroides_thetaiotaomicron	PWY-6608: guanosine nucleotides degradation III	0.11653561671581224	0.24582506518987868	0.6208661304686945
Bacteroides_thetaiotaomicron	PWY-6700: queuosine biosynthesis I (de novo)	-0.16865280475924924	0.09180698472169586	0.3436998521370917
Bacteroides_thetaiotaomicron	PWY-6969: TCA cycle V (2-oxoglutarate synthase)	0.09108885531113321	0.36497702763888296	0.7482945586935074
Bacteroides_thetaiotaomicron	PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	-0.19167741795729154	0.05483247239347683	0.2968264505566879
Bacteroides_thetaiotaomicron	PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0.19205182382380598	0.05435164395945306	0.2968264505566879
Bacteroides_thetaiotaomicron	PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	0.11899140241596311	0.23594636402023236	0.6107872114156113
Bacteroides_thetaiotaomicron	PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0.20218802175675374	0.042594466814663896	0.254314022452258
Bacteroides_thetaiotaomicron	PWY-7219: adenosine ribonucleotides de novo biosynthesis	-0.4025977058491789	2.9963738408387855e-05	0.0017378968276864956
Bacteroides_thetaiotaomicron	PWY-7221: guanosine ribonucleotides de novo biosynthesis	-0.2815190173101793	0.004345412443751343	0.04410593630407613
Bacteroides_thetaiotaomicron	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	-0.3294426005937511	0.0007680119548702383	0.01247251414709267
Bacteroides_thetaiotaomicron	PWY-7315: dTDP-N-acetylthomosamine biosynthesis	0.14976993443774467	0.13494594574777027	0.41506101495147524
Bacteroides_thetaiotaomicron	PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0.23436426156591625	0.018325787857279115	0.14308211288567924
Bacteroides_thetaiotaomicron	PWY-7664: oleate biosynthesis IV (anaerobic)	0.2920496248182855	0.003042402191170351	0.03338419701662601
Bacteroides_thetaiotaomicron	PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.15946323643674581	0.11119421885307275	0.3762071071195628
Bacteroides_thetaiotaomicron	PWY0-862: (5Z)-dodecenoate biosynthesis I	0.2715126103970563	0.006023533324950227	0.05687336116115796
Bacteroides_thetaiotaomicron	PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	0.2530141538452061	0.010686385282023486	0.08854433519390888
Bacteroides_thetaiotaomicron	SO4ASSIM-PWY: assimilatory sulfate reduction I	0.09799170599147375	0.32961230803997277	0.7156288613060371
Bacteroides_thetaiotaomicron	SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0.09691999451367826	0.33495464253141294	0.7230684222638505
Eubacterium_rectale	BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	-0.05748039169707784	0.568031682827127	0.8669957264203518
Eubacterium_rectale	COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	0.045998459475389206	0.6478388272223181	0.9032074957343184
Eubacterium_rectale	COA-PWY: coenzyme A biosynthesis I (prokaryotic)	0.1518467853671164	0.12955706575292558	0.4046166822745214
Eubacterium_rectale	FASYN-ELONG-PWY: fatty acid elongation -- saturated	-0.04507896182313898	0.6544227474470576	0.9037266512364129
Eubacterium_rectale	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	-0.04812037713442817	0.6327489740990668	0.8995037153350233
Eubacterium_rectale	FUCCAT-PWY: fucose degradation	-0.07849916495300274	0.4352188823303289	0.7798301622506025
Eubacterium_rectale	GALACTARDEG-PWY: D-galactarate degradation I	-0.038978562061319284	0.6987555716207727	0.9206594621901171
Eubacterium_rectale	GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	-0.038978562061319284	0.6987555716207727	0.9206594621901171
Eubacterium_rectale	HISTSYN-PWY: L-histidine biosynthesis	-0.043628984756129016	0.6648589144919032	0.9127191771751163
Eubacterium_rectale	NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)	-0.04299253465526431	0.6694601734715937	0.9139556758821767
Eubacterium_rectale	NONMEVIPP-PWY: methylerythritol phosphate pathway I	0.05690275855656168	0.5719338364317185	0.8696821632632123
Eubacterium_rectale	P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	0.09548695040643512	0.34218349651812485	0.7297671582220725
Eubacterium_rectale	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.010833568492537846	0.9143733280488385	0.9990481376524966
Eubacterium_rectale	POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	0.008240113575934661	0.9348195067052413	0.9990481376524966
Eubacterium_rectale	PWY-2942: L-lysine biosynthesis III	-0.1699656044890214	0.0892703948719732	0.3436998521370917
Eubacterium_rectale	PWY-4242	0.17594233922864783	0.07841698577675421	0.3426100945605902
Eubacterium_rectale	PWY-5097: L-lysine biosynthesis VI	-0.029199944674664028	0.7719195966055385	0.9425169746347245
Eubacterium_rectale	PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	0.07278262349825035	0.469488367299535	0.8066372381635738
Eubacterium_rectale	PWY-5686: UMP biosynthesis I	0.03966807179258961	0.69369027585035	0.9206594621901171
Eubacterium_rectale	PWY-5690: TCA cycle II (plants and fungi)	0.16264498856533693	0.10415059532413487	0.35958476692934815
Eubacterium_rectale	PWY-5723: Rubisco shunt	0.02729126656532265	0.7864600001235413	0.9425169746347245
Eubacterium_rectale	PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis	-0.061435589349029325	0.5416553182628152	0.8429533413179698
Eubacterium_rectale	PWY-5838: superpathway of menaquinol-8 biosynthesis I	-0.08067436548212265	0.42256229261124745	0.7741538103805828
Eubacterium_rectale	PWY-5840: superpathway of menaquinol-7 biosynthesis	-0.09040221909227678	0.3686180092086243	0.7482945586935074
Eubacterium_rectale	PWY-5845: superpathway of menaquinol-9 biosynthesis	-0.08608012905478198	0.3920438485498222	0.7626983469776544
Eubacterium_rectale	PWY-5850: superpathway of menaquinol-6 biosynthesis	-0.05866569937228758	0.5600639480434659	0.8613104655516939
Eubacterium_rectale	PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I	-0.06088931862268881	0.545262153679786	0.8429533413179698
Eubacterium_rectale	PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	-0.08462350151434463	0.40013484705970537	0.7626983469776544
Eubacterium_rectale	PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	-0.08550248918574826	0.3952406505409055	0.7626983469776544
Eubacterium_rectale	PWY-5896: superpathway of menaquinol-10 biosynthesis	-0.049936811038265756	0.6199497641586946	0.8909572301823262
Eubacterium_rectale	PWY-5897: superpathway of menaquinol-11 biosynthesis	-0.0783638261916286	0.4360134158396226	0.7798301622506025
Eubacterium_rectale	PWY-5898: superpathway of menaquinol-12 biosynthesis	-0.0783638261916286	0.4360134158396226	0.7798301622506025
Eubacterium_rectale	PWY-5899: superpathway of menaquinol-13 biosynthesis	-0.0783638261916286	0.4360134158396226	0.7798301622506025
Eubacterium_rectale	PWY-5989: stearate biosynthesis II (bacteria and plants)	-0.03228851371170964	0.7485589723544268	0.9425169746347245
Eubacterium_rectale	PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	-0.03840670962860533	0.7029665844308776	0.9206594621901171
Eubacterium_rectale	PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	-0.0024048400135774977	0.980958263096446	0.9990481376524966
Eubacterium_rectale	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.06430589350031986	0.5228985766619425	0.8338887138342457
Eubacterium_rectale	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.054615802857375224	0.58750504902058	0.8737254575177856
Eubacterium_rectale	PWY-6519: 8-amino-7-oxononanoate biosynthesis I	-0.050560582442322984	0.6155802282335539	0.8909572301823262
Eubacterium_rectale	PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0.10581842992756857	0.29225614119304083	0.6688734011110764
Eubacterium_rectale	PWY-6608: guanosine nucleotides degradation III	-0.021926482476736012	0.8277082823071092	0.9618485848675915
Eubacterium_rectale	PWY-6700: queuosine biosynthesis I (de novo)	0.07848737652156362	0.43528805596605336	0.7798301622506025
Eubacterium_rectale	PWY-6969: TCA cycle V (2-oxoglutarate synthase)	0.037723090457045735	0.7080124189890333	0.9242863090339148
Eubacterium_rectale	PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	0.5496372164249241	2.6378437686977614e-09	5.354822850456456e-07
Eubacterium_rectale	PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0.10158569273046583	0.31209604242739547	0.6923419012207371
Eubacterium_rectale	PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	0.18073757560738576	0.07049646288742935	0.3294331464715098
Eubacterium_rectale	PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0.13313668086263	0.18441950759326647	0.5199605561310152
Eubacterium_rectale	PWY-7219: adenosine ribonucleotides de novo biosynthesis	0.0928928397401504	0.3555170511818696	0.7471098805044833
Eubacterium_rectale	PWY-7221: guanosine ribonucleotides de novo biosynthesis	-0.0755756339561046	0.45256427701987045	0.7852183609831941
Eubacterium_rectale	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.15299026321670964	0.12666113273544474	0.398638913880547
Eubacterium_rectale	PWY-7315: dTDP-N-acetylthomosamine biosynthesis	0.06452987369766286	0.5214488599351117	0.8338887138342457
Eubacterium_rectale	PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0.0029353194283372403	0.9767589442716726	0.9990481376524966
Eubacterium_rectale	PWY-7664: oleate biosynthesis IV (anaerobic)	-0.03860711296307013	0.7014898227383273	0.9206594621901171
Eubacterium_rectale	PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.12140865214821665	0.226496110687329	0.5971261099938674
Eubacterium_rectale	PWY0-862: (5Z)-dodecenoate biosynthesis I	-0.022869556991864444	0.8204198185197871	0.9571564549397517
Eubacterium_rectale	PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	-0.027785332901971382	0.7826889155456822	0.9425169746347245
Eubacterium_rectale	SO4ASSIM-PWY: assimilatory sulfate reduction I	0.057492849821990114	0.5679476613502863	0.8669957264203518
Eubacterium_rectale	SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0.06077007193609986	0.5460510560754337	0.8429533413179698
Roseburia_faecis	BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0.006860314270612618	0.9457156501075258	0.9990481376524966
Roseburia_faecis	COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	0.09526455209798564	0.3433141064542262	0.7297671582220725
Roseburia_faecis	COA-PWY: coenzyme A biosynthesis I (prokaryotic)	0.10892654547450478	0.2782307857491658	0.6527663310146511
Roseburia_faecis	FASYN-ELONG-PWY: fatty acid elongation -- saturated	-0.008930135584737622	0.9293748490927181	0.9990481376524966
Roseburia_faecis	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	0.03328131948717711	0.741096690419611	0.9425169746347245
Roseburia_faecis	FUCCAT-PWY: fucose degradation	-0.07782059059792364	0.4392108640955963	0.779990084698242
Roseburia_faecis	GALACTARDEG-PWY: D-galactarate degradation I	-0.00012020243768421495	0.9990481376524966	0.9990481376524966
Roseburia_faecis	GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	-0.00012020243768421495	0.9990481376524966	0.9990481376524966
Roseburia_faecis	HISTSYN-PWY: L-histidine biosynthesis	-0.03209688916011408	0.7500019891756275	0.9425169746347245
Roseburia_faecis	NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)	-0.008138584561253187	0.9356208866360072	0.9990481376524966
Roseburia_faecis	NONMEVIPP-PWY: methylerythritol phosphate pathway I	0.1145613848027601	0.2539710082310386	0.6211580080831426
Roseburia_faecis	P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	0.05582578929000859	0.5792425297241438	0.872696580668382
Roseburia_faecis	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.05049660384488535	0.6160277863466228	0.8909572301823262
Roseburia_faecis	POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	0.21485097051605773	0.030957918048827086	0.22050727592673328
Roseburia_faecis	PWY-2942: L-lysine biosynthesis III	-0.23263501597141503	0.01922867808354666	0.14602431284787265
Roseburia_faecis	PWY-4242	0.10524425713096228	0.2948973862041445	0.6688734011110764
Roseburia_faecis	PWY-5097: L-lysine biosynthesis VI	-0.08476299409912479	0.39935576747678747	0.7626983469776544
Roseburia_faecis	PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	-0.007909975856556076	0.9374255548000591	0.9990481376524966
Roseburia_faecis	PWY-5686: UMP biosynthesis I	0.11140681294157243	0.2673675634778461	0.6385366516000325
